ID	index	Hchain	Lchain	antigen_chain	antigen_type	date	resolution	method	r_free	r_factor	scfv	affinity	delta_g	temperature	pmid	type	L_cluster	H_cluster	Ag_cluster	all_clusters
6r7t_A!_B	2557	A	missing	B	protein	03/29/19	2.682	X-RAY DIFFRACTION	0.288	0.258	False	None	None	None	None	Nanobody	missing	1141	359	1141:missing:359
6r8x_CB_A	2558	C	B	A	protein	04/02/19	2.04	X-RAY DIFFRACTION	0.282	0.220	False	None	None	None	None	Fab	539	473	263	473:539:263
6rnk_B!_A	2570	B	missing	A	protein	05/08/19	1.94	X-RAY DIFFRACTION	0.199	0.177	False	None	None	None	None	Nanobody	missing	1003	187	1003:missing:187
6rqm_B!_A	2577	B	missing	A	protein	05/16/19	3.0	X-RAY DIFFRACTION	0.313	0.250	False	None	None	None	None	Nanobody	missing	1021	485	1021:missing:485
6rtw_B!_A	2578	B	missing	A	protein	05/27/19	1.9	X-RAY DIFFRACTION	0.230	0.185	False	None	None	None	None	Nanobody	missing	1118	199	1118:missing:199
6ss2_HL_A	2599	H	L	A	protein	09/06/19	2.4	X-RAY DIFFRACTION	0.284	0.254	False	None	None	None	None	Fab	391	274	154	274:391:154
6ss4_HL_A	2600	H	L	A	protein	09/06/19	2.9	X-RAY DIFFRACTION	0.318	0.266	False	None	None	None	None	Fab	391	640	154	640:391:154
6svl_AB_C	2609	A	B	C	protein	09/18/19	1.58	X-RAY DIFFRACTION	0.206	0.181	False	None	None	None	None	Fab	483	695	571	695:483:571
6svl_DE_F	2610	D	E	F	protein	09/18/19	1.58	X-RAY DIFFRACTION	0.206	0.181	False	None	None	None	None	Fab	483	695	504	695:483:504
6svl_KM_N	2613	K	M	N	protein	09/18/19	1.58	X-RAY DIFFRACTION	0.206	0.181	False	None	None	None	None	Fab	483	695	472	695:483:472
6svl_OP_R	2614	O	P	R	protein	09/18/19	1.58	X-RAY DIFFRACTION	0.206	0.181	False	None	None	None	None	Fab	635	695	472	695:635:472
6tej_C!_B	2622	C	missing	B	protein	04/01/20	2.7	X-RAY DIFFRACTION	0.296	0.264	False	None	None	None	None	Nanobody	missing	1120	29	1120:missing:29
6tou_AA_G	2623	A	A	G	protein	12/12/19	2.587	X-RAY DIFFRACTION	0.225	0.190	True	None	None	None	None	scFv	13	31	624	31:13:624
6tyb_HL_G	2628	H	L	G	protein	08/08/19	2.301	X-RAY DIFFRACTION	0.210	0.178	False	None	None	None	None	Fab	393	113	115	113:393:115
6u12_B!_A	2635	B	missing	A	protein	08/15/19	1.56	X-RAY DIFFRACTION	0.199	0.175	False	None	None	None	None	Nanobody	missing	1219	314	1219:missing:314
6u38_HL_B	2636	H	L	B	protein	08/21/19	2.73	X-RAY DIFFRACTION	0.243	0.227	False	None	None	None	None	Fab	579	641	34	641:579:34
6u52_A!_B	2637	A	missing	B	protein	08/26/19	1.9	X-RAY DIFFRACTION	0.243	0.198	False	None	None	None	None	Nanobody	missing	1247	594	1247:missing:594
6u52_C!_D	2638	C	missing	D	protein	08/26/19	1.9	X-RAY DIFFRACTION	0.243	0.198	False	None	None	None	None	Nanobody	missing	1247	553	1247:missing:553
6u54_A!_B	2639	A	missing	B	protein	08/26/19	1.6	X-RAY DIFFRACTION	0.215	0.173	False	None	None	None	None	Nanobody	missing	1340	572	1340:missing:572
6u55_A!_B	2640	A	missing	B	protein	08/26/19	1.93	X-RAY DIFFRACTION	0.263	0.193	False	None	None	None	None	Nanobody	missing	1306	553	1306:missing:553
6u6u_HL_R	2644	H	L	R	protein	08/30/19	2.31	X-RAY DIFFRACTION	0.202	0.179	False	None	None	None	None	Fab	297	334	328	334:297:328
6uft_B!_A	2664	B	missing	A	protein	09/25/19	2.90008	X-RAY DIFFRACTION	0.258	0.212	False	None	None	None	None	Nanobody	missing	1023	68	1023:missing:68
6ui1_B!_A	2667	B	missing	A	protein	09/29/19	2.20001	X-RAY DIFFRACTION	0.229	0.181	False	None	None	None	None	Nanobody	missing	1329	1	1329:missing:1
6ui1_C!_A	2668	C	missing	A	protein	09/29/19	2.20001	X-RAY DIFFRACTION	0.229	0.181	False	None	None	None	None	Nanobody	missing	1142	1	1142:missing:1
6ui1_D!_A	2669	D	missing	A	protein	09/29/19	2.20001	X-RAY DIFFRACTION	0.229	0.181	False	None	None	None	None	Nanobody	missing	1264	1	1264:missing:1
6urh_HL_C	2693	H	L	C	protein	10/23/19	2.2	X-RAY DIFFRACTION	0.233	0.187	False	None	None	None	None	Fab	394	2	385	2:394:385
6ute_CD_S	2698	C	D	S	protein	10/29/19	2.9	X-RAY DIFFRACTION	0.264	0.223	False	None	None	None	None	Fab	395	474	548	474:395:548
6uym_AB_F	2701	A	B	F	protein	11/13/19	2.848	X-RAY DIFFRACTION	0.260	0.215	False	None	None	None	None	Fab	540	232	440	232:540:440
6uym_HL_E	2702	H	L	E	protein	11/13/19	2.848	X-RAY DIFFRACTION	0.260	0.215	False	None	None	None	None	Fab	540	232	425	232:540:425
6v7y_F!_A	2711	F	missing	A	protein	12/10/19	2.4	X-RAY DIFFRACTION	0.276	0.241	False	None	None	None	None	Nanobody	missing	1066	202	1066:missing:202
6vc9_HL_A	2714	H	L	A	protein	12/20/19	2.25	X-RAY DIFFRACTION	0.279	0.237	False	None	None	None	None	Fab	698	1265	43	1265:698:43
6vel_HL_C	2719	H	L	C	protein	01/02/20	2.65	X-RAY DIFFRACTION	0.233	0.183	False	None	None	None	None	Fab	581	858	305	858:581:305
6vug_DC_B	2745	D	C	B	protein	02/17/21	3.0	X-RAY DIFFRACTION	0.255	0.202	False	None	None	None	None	Fab	680	1121	77	1121:680:77
6vy6_HL_A	2755	H	L	A	protein	02/25/20	2.6	X-RAY DIFFRACTION	0.247	0.197	False	None	None	None	None	Fab	484	135	73	135:484:73
6w7s_HL_A	2758	H	L	A	protein	03/19/20	2.25	X-RAY DIFFRACTION	0.232	0.179	False	None	None	None	None	Fab	171	530	56	530:171:56
6wbv_HL_A	2771	H	L	A	protein	03/27/20	2.5	ELECTRON MICROSCOPY	missing	missing	False	None	None	None	None	Fab	92	401	71	401:92:71
6wgl_AB_C	2772	A	B	C	protein	04/05/20	2.82	X-RAY DIFFRACTION	0.304	0.245	False	None	None	None	None	Fab	172	275	361	275:172:361
6whk_CB_A	2776	C	B	A	protein	04/14/21	2.6	X-RAY DIFFRACTION	0.268	0.218	False	None	None	None	None	Fab	305	276	308	276:305:308
6wir_AB_C	2778	A	B	C	protein	04/10/20	2.96	X-RAY DIFFRACTION	0.260	0.217	False	None	None	None	None	Fab	157	114	484	114:157:484
6wit_AB_C	2779	A	B	C	protein	04/14/21	2.79	X-RAY DIFFRACTION	0.284	0.224	False	None	None	None	None	Fab	315	136	546	136:315:546
6wit_HL_I	2780	H	L	I	protein	04/14/21	2.79	X-RAY DIFFRACTION	0.284	0.224	False	None	None	None	None	Fab	315	136	598	136:315:598
6wmw_HL_B	2785	H	L	B	protein	04/21/20	2.91	X-RAY DIFFRACTION	0.290	0.222	False	None	None	None	None	Fab	100	823	339	823:100:339
6wmw_MN_B	2786	M	N	B	protein	04/21/20	2.91	X-RAY DIFFRACTION	0.290	0.222	False	None	None	None	None	Fab	174	277	339	277:174:339
6wo3_HL_E	2791	H	L	E	protein	04/24/20	2.382	X-RAY DIFFRACTION	0.260	0.230	False	None	None	None	None	Fab	147	234	389	234:147:389
6wo4_HL_E	2792	H	L	E	protein	04/24/20	2.349	X-RAY DIFFRACTION	0.236	0.209	False	None	None	None	None	Fab	302	93	389	93:302:389
6wo5_AB_E	2793	A	B	E	protein	04/24/20	2.619	X-RAY DIFFRACTION	0.250	0.203	False	None	None	None	None	Fab	41	642	420	642:41:420
6wo5_CD_F	2794	C	D	F	protein	04/24/20	2.619	X-RAY DIFFRACTION	0.250	0.203	False	None	None	None	None	Fab	41	642	436	642:41:436
6wo5_GI_F	2795	G	I	F	protein	04/24/20	2.619	X-RAY DIFFRACTION	0.250	0.203	False	None	None	None	None	Fab	104	402	436	402:104:436
6wo5_HL_E	2796	H	L	E	protein	04/24/20	2.619	X-RAY DIFFRACTION	0.250	0.203	False	None	None	None	None	Fab	104	402	420	402:104:420
6x05_K!_A	2830	K	missing	A	protein	05/15/20	2.1	X-RAY DIFFRACTION	0.224	0.198	False	None	None	None	None	Nanobody	missing	1220	98	1220:missing:98
6x07_B!_A	2832	B	missing	A	protein	12/09/20	2.1	X-RAY DIFFRACTION	0.245	0.227	False	None	None	None	None	Nanobody	missing	1282	23	1282:missing:23
6xcj_HL_G	2840	H	L	G	protein	12/02/20	2.8	X-RAY DIFFRACTION	0.284	0.227	False	None	None	None	None	Fab	69	235	196	235:69:196
6xe1_HL_E	2845	H	L	E	protein	06/11/20	2.75	X-RAY DIFFRACTION	0.239	0.212	False	None	None	None	None	Fab	157	339	2	339:157:2
6xkq_HL_A	2851	H	L	A	protein	06/26/20	2.55	X-RAY DIFFRACTION	0.255	0.204	False	None	None	None	None	Fab	486	279	416	279:486:416
6xkr_HL_P	2852	H	L	P	protein	06/27/20	2.59	X-RAY DIFFRACTION	0.271	0.219	False	None	None	None	None	Fab	48	696	488	696:48:488
6xpx_BC_A	2868	B	C	A	protein	05/19/21	2.598	X-RAY DIFFRACTION	0.215	0.185	False	None	None	None	None	Fab	102	790	47	790:102:47
6xqw_HL_E	2878	H	L	E	protein	03/03/21	2.991	X-RAY DIFFRACTION	0.309	0.252	False	None	None	None	None	Fab	487	477	620	477:487:620
6xsw_DE_F	2881	D	E	F	protein	07/21/21	2.98	X-RAY DIFFRACTION	0.256	0.233	False	None	None	None	None	Fab	649	965	274	965:649:274
6xzf_B!_A	2897	B	missing	A	protein	02/17/21	1.8	X-RAY DIFFRACTION	0.204	0.173	False	None	None	None	None	Nanobody	missing	1068	271	1068:missing:271
6xzu_A!_B	2898	A	missing	B	protein	02/05/20	1.5	X-RAY DIFFRACTION	0.200	0.166	False	None	None	None	None	Nanobody	missing	1191	421	1191:missing:421
6xzw_HL_D	2899	H	L	D	protein	02/05/20	2.4	X-RAY DIFFRACTION	0.250	0.200	False	None	None	None	None	Fab	303	643	250	643:303:250
6yax_HL_A	2907	H	L	A	protein	01/08/09	2.8	X-RAY DIFFRACTION	0.264	0.230	False	None	None	None	None	Fab	163	941	386	941:163:386
6yax_IM_B	2908	I	M	B	protein	01/08/09	2.8	X-RAY DIFFRACTION	0.264	0.230	False	None	None	None	None	Fab	639	971	386	971:639:386
6yio_HL_B	2912	H	L	B	protein	04/01/20	1.83	X-RAY DIFFRACTION	0.231	0.203	False	None	None	None	None	Fab	311	107	445	107:311:445
6yu8_B!_A	2915	B	missing	A	protein	02/17/21	1.841	X-RAY DIFFRACTION	0.215	0.195	False	None	None	None	None	Nanobody	missing	1168	211	1168:missing:211
6yz5_F!_E	2920	F	missing	E	protein	05/06/20	1.8	X-RAY DIFFRACTION	0.193	0.166	False	None	None	None	None	Nanobody	missing	1045	2	1045:missing:2
6z1v_B!_A	2921	B	missing	A	protein	05/14/20	1.33	X-RAY DIFFRACTION	0.190	0.151	False	None	None	None	None	Nanobody	missing	1143	615	1143:missing:615
6z2l_CB_A	2924	C	B	A	protein	05/16/20	1.95	X-RAY DIFFRACTION	0.226	0.205	False	None	None	None	None	Fab	220	338	335	338:220:335
6ze1_B!_A	2928	B	missing	A	protein	06/30/21	2.705	X-RAY DIFFRACTION	0.258	0.207	False	None	None	None	None	Nanobody	missing	1169	301	1169:missing:301
6zrv_B!_A	2931	B	missing	A	protein	07/15/20	1.88	X-RAY DIFFRACTION	0.233	0.197	False	None	None	None	None	Nanobody	missing	1144	100	1144:missing:100
7a0v_D!_C	2938	D	missing	C	protein	08/11/20	2.3	X-RAY DIFFRACTION	0.252	0.196	False	None	None	None	None	Nanobody	missing	1091	163	1091:missing:163
7a6o_B!_A	2944	B	missing	A	protein	01/08/09	2.1	X-RAY DIFFRACTION	0.256	0.195	False	None	None	None	None	Nanobody	missing	1025	319	1025:missing:319
7apj_B!_A	2949	B	missing	A	protein	08/25/21	2.05	X-RAY DIFFRACTION	0.252	0.211	False	None	None	None	None	Nanobody	missing	1284	93	1284:missing:93
7aqg_B!_A	2950	B	missing	A	protein	02/24/21	2.27	X-RAY DIFFRACTION	0.268	0.215	False	None	None	None	None	Nanobody	missing	1330	100	1330:missing:100
7aqg_C!_A	2951	C	missing	A	protein	02/24/21	2.27	X-RAY DIFFRACTION	0.268	0.215	False	None	None	None	None	Nanobody	missing	1193	100	1193:missing:100
7azb_B!_A	2952	B	missing	A	protein	11/25/20	2.62	X-RAY DIFFRACTION	0.299	0.210	False	None	None	None	None	Nanobody	missing	1346	397	1346:missing:397
7b18_H!_C	2959	H	missing	C	protein	04/28/21	2.62	ELECTRON MICROSCOPY	missing	missing	False	None	None	None	None	Nanobody	missing	1004	4	1004:missing:4
7b18_I!_C	2960	I	missing	C	protein	04/28/21	2.62	ELECTRON MICROSCOPY	missing	missing	False	None	None	None	None	Nanobody	missing	1194	4	1194:missing:4
7b3o_HL_E	2963	H	L	E	protein	12/01/20	2.0	X-RAY DIFFRACTION	0.225	0.185	False	None	None	None	None	Fab	175	236	2	236:175:2
7bsc_HL_A	2975	H	L	A	protein	03/30/20	2.31	X-RAY DIFFRACTION	0.237	0.205	False	None	None	None	None	Fab	216	698	135	698:216:135
7bu6_B!_A	2976	B	missing	A	protein	04/04/20	2.7	X-RAY DIFFRACTION	0.258	0.232	False	None	None	None	None	Nanobody	missing	1223	60	1223:missing:60
7bwj_HL_E	2979	H	L	E	protein	04/14/20	2.85	X-RAY DIFFRACTION	0.264	0.219	False	None	None	None	None	Fab	402	76	2	76:402:2
7c61_HL_A	2990	H	L	A	protein	05/21/20	3.0	X-RAY DIFFRACTION	0.290	0.252	False	None	None	None	None	Fab	196	699	107	699:196:107
7c8v_A!_B	2993	A	missing	B	protein	06/03/20	2.15	X-RAY DIFFRACTION	0.224	0.184	False	None	None	None	None	Nanobody	missing	1248	2	1248:missing:2
7c8w_A!_B	2994	A	missing	B	protein	06/03/20	2.77	X-RAY DIFFRACTION	0.267	0.205	False	None	None	None	None	Nanobody	missing	1224	2	1224:missing:2
7ce2_ZB_A	2997	Z	B	A	protein	04/07/21	2.01	X-RAY DIFFRACTION	0.218	0.180	False	None	None	None	None	Fab	304	644	63	644:304:63
7ceb_CD_B	2998	C	D	B	protein	06/23/21	2.89	X-RAY DIFFRACTION	0.249	0.207	False	None	None	None	None	Fab	648	975	67	975:648:67
7chb_HL_R	3001	H	L	R	protein	07/05/20	2.4	X-RAY DIFFRACTION	0.226	0.192	False	None	None	None	None	Fab	147	403	2	403:147:2
7chc_HL_R	3003	H	L	R	protein	07/05/20	2.71	X-RAY DIFFRACTION	0.286	0.212	False	None	None	None	None	Fab	304	339	2	339:304:2
7chy_HL_I	3009	H	L	I	protein	07/06/20	2.65	X-RAY DIFFRACTION	0.254	0.200	False	None	None	None	None	Fab	542	825	413	825:542:413
7cj2_CD_A	3010	C	D	A	protein	07/14/21	2.7	X-RAY DIFFRACTION	0.269	0.212	False	None	None	None	None	Fab	147	942	108	942:147:108
7cj2_KL_B	3011	K	L	B	protein	07/14/21	2.7	X-RAY DIFFRACTION	0.269	0.212	False	None	None	None	None	Fab	147	962	108	962:147:108
7cjf_AB_C	3012	A	B	C	protein	07/10/20	2.108	X-RAY DIFFRACTION	0.229	0.185	False	None	None	None	None	Fab	147	404	2	404:147:2
7cm4_HL_A	3013	H	L	A	protein	07/24/20	2.71	X-RAY DIFFRACTION	0.242	0.217	False	None	None	None	None	Fab	305	166	2	166:305:2
7cr5_HL_A	3017	H	L	A	protein	03/24/21	2.08	X-RAY DIFFRACTION	0.222	0.191	False	None	None	None	None	Fab	403	645	457	645:403:457
7d2z_A!_B	3063	A	missing	B	protein	02/17/21	1.97	X-RAY DIFFRACTION	0.207	0.182	False	None	None	None	None	Nanobody	missing	1285	2	1285:missing:2
7daa_HL_A	3078	H	L	A	protein	10/20/21	2.51	X-RAY DIFFRACTION	0.283	0.228	False	None	None	None	None	Fab	145	860	602	860:145:602
7deu_BB_A	3088	B	B	A	protein	03/31/21	2.1	X-RAY DIFFRACTION	0.229	0.209	True	None	None	None	None	scFv	17	45	2	45:17:2
7djz_AB_C	3090	A	B	C	protein	06/09/21	2.397	X-RAY DIFFRACTION	0.230	0.183	False	None	None	None	None	Fab	208	168	2	168:208:2
7dm2_HL_A	3095	H	L	A	protein	12/01/20	2.4	X-RAY DIFFRACTION	0.216	0.170	False	None	None	None	None	Fab	543	589	139	589:543:139
7dr4_AB_J	3101	A	B	J	protein	04/14/21	2.49	X-RAY DIFFRACTION	0.258	0.195	False	None	None	None	None	Fab	640	341	453	341:640:453
7dr4_HL_K	3102	H	L	K	protein	04/14/21	2.49	X-RAY DIFFRACTION	0.258	0.195	False	None	None	None	None	Fab	491	341	453	341:491:453
7duo_HL_B	3104	H	L	B	protein	03/10/21	2.81	X-RAY DIFFRACTION	0.238	0.231	False	None	None	None	None	Fab	159	890	239	890:159:239
7e3o_HL_R	3121	H	L	R	protein	09/15/21	2.51	X-RAY DIFFRACTION	0.259	0.204	False	None	None	None	None	Fab	212	646	2	646:212:2
7e53_B!_A	3122	B	missing	A	protein	10/13/21	2.21	X-RAY DIFFRACTION	0.258	0.204	False	None	None	None	None	Nanobody	missing	1069	271	1069:missing:271
7e5o_HL_A	3123	H	L	A	protein	09/08/21	2.8	X-RAY DIFFRACTION	0.256	0.226	False	None	None	None	None	Fab	406	405	2	405:406:2
7e7x_HL_A	3139	H	L	A	protein	06/09/21	2.78	X-RAY DIFFRACTION	0.279	0.248	False	None	None	None	None	Fab	404	861	278	861:404:278
7e7x_MN_B	3140	M	N	B	protein	06/09/21	2.78	X-RAY DIFFRACTION	0.279	0.248	False	None	None	None	None	Fab	404	861	317	861:404:317
7e86_AB_C	3143	A	B	C	protein	06/09/21	2.9	X-RAY DIFFRACTION	0.255	0.196	False	None	None	None	None	Fab	147	862	2	862:147:2
7e9b_HL_C	3157	H	L	C	protein	07/28/21	1.78	X-RAY DIFFRACTION	0.210	0.170	False	None	None	None	None	Fab	461	905	488	905:461:488
7ean_HL_A	3160	H	L	A	protein	03/31/21	1.91	X-RAY DIFFRACTION	0.224	0.191	False	None	None	None	None	Fab	362	281	2	281:362:2
7jkt_HL_G	3189	H	L	G	protein	06/09/21	2.75	X-RAY DIFFRACTION	0.252	0.197	False	None	None	None	None	Fab	492	169	117	169:492:117
7jmo_HL_A	3190	H	L	A	protein	08/02/20	2.359	X-RAY DIFFRACTION	0.238	0.195	False	None	None	None	None	Fab	157	647	2	647:157:2
7jmp_HL_A	3191	H	L	A	protein	08/02/20	1.712	X-RAY DIFFRACTION	0.209	0.177	False	None	None	None	None	Fab	473	536	2	536:473:2
7joo_HL_C	3192	H	L	C	protein	08/06/20	2.4	X-RAY DIFFRACTION	0.297	0.241	False	None	None	None	None	Fab	407	537	523	537:407:523
7jtg_AB_E	3196	A	B	E	protein	03/10/21	2.6	X-RAY DIFFRACTION	0.269	0.222	False	None	None	None	None	Fab	493	197	424	197:493:424
7jx3_CD_R	3213	C	D	R	protein	08/26/20	2.65	X-RAY DIFFRACTION	0.288	0.258	False	None	None	None	None	Fab	181	10	2	10:181:2
7k84_B!_A	3232	B	missing	A	protein	09/25/20	2.5	X-RAY DIFFRACTION	0.241	0.226	False	None	None	None	None	Nanobody	missing	1171	15	1171:missing:15
7k9z_BA_E	3251	B	A	E	protein	09/29/20	2.95	X-RAY DIFFRACTION	0.287	0.261	False	None	None	None	None	Fab	42	538	2	538:42:2
7k9z_HL_E	3252	H	L	E	protein	09/29/20	2.95	X-RAY DIFFRACTION	0.287	0.261	False	None	None	None	None	Fab	494	827	2	827:494:2
7ket_AB_C	3262	A	B	C	protein	06/09/21	2.0	X-RAY DIFFRACTION	0.281	0.234	False	None	None	None	None	Fab	302	590	250	590:302:250
7kgk_B!_A	3283	B	missing	A	protein	10/16/20	2.6	X-RAY DIFFRACTION	0.276	0.258	False	None	None	None	None	Nanobody	missing	1250	2	1250:missing:2
7kmh_AB_C	3304	A	B	C	protein	11/02/20	1.72	X-RAY DIFFRACTION	0.242	0.194	False	None	None	None	None	Fab	199	539	2	539:199:2
7kmi_AB_C	3305	A	B	C	protein	11/02/20	1.73	X-RAY DIFFRACTION	0.217	0.186	False	None	None	None	None	Fab	401	539	2	539:401:2
7kn7_B!_A	3312	B	missing	A	protein	11/04/20	2.73	X-RAY DIFFRACTION	0.241	0.203	False	None	None	None	None	Nanobody	missing	1093	2	1093:missing:2
7kn7_HL_A	3313	H	L	A	protein	11/04/20	2.73	X-RAY DIFFRACTION	0.241	0.203	False	None	None	None	None	Fab	157	592	2	592:157:2
7kpg_HL_S	3314	H	L	S	protein	11/11/20	2.27	X-RAY DIFFRACTION	0.282	0.234	False	None	None	None	None	Fab	495	828	496	828:495:496
7kq7_HL_B	3315	H	L	B	protein	04/07/21	2.203	X-RAY DIFFRACTION	0.240	0.215	False	None	None	None	None	Fab	146	829	312	829:146:312
7kqg_BC_A	3321	B	C	A	protein	11/16/20	2.6	X-RAY DIFFRACTION	0.280	0.232	False	None	None	None	None	Fab	545	648	268	648:545:268
7kyo_HL_B	3329	H	L	B	protein	08/25/21	2.85	X-RAY DIFFRACTION	0.271	0.238	False	None	None	None	None	Fab	140	593	269	593:140:269
7kzb_AB_C	3330	A	B	C	protein	12/10/20	2.83	X-RAY DIFFRACTION	0.336	0.251	False	None	None	None	None	Fab	627	969	2	969:627:2
7kzb_HL_C	3331	H	L	C	protein	12/10/20	2.83	X-RAY DIFFRACTION	0.336	0.251	False	None	None	None	None	Fab	147	743	2	743:147:2
7l1v_S!_R	3338	S	missing	R	protein	02/10/21	3.0	ELECTRON MICROSCOPY	missing	missing	False	None	None	None	None	Nanobody	missing	1350	189	1350:missing:189
7lbg_FE_A	3367	F	E	A	protein	03/10/21	2.6	ELECTRON MICROSCOPY	missing	missing	False	None	None	None	None	Fab	713	1196	19	1196:713:19
7lbg_HG_A	3368	H	G	A	protein	03/10/21	2.6	ELECTRON MICROSCOPY	missing	missing	False	None	None	None	None	Fab	674	1005	19	1005:674:19
7lcv_AB_C	3372	A	B	C	protein	06/09/21	1.7	X-RAY DIFFRACTION	0.270	0.240	False	None	None	None	None	Fab	217	963	250	963:217:250
7lfb_HL_X	3403	H	L	X	protein	08/04/21	1.913	X-RAY DIFFRACTION	0.197	0.168	False	None	None	None	None	Fab	308	198	558	198:308:558
7lkf_HL_A	3408	H	L	A	protein	06/30/21	2.9	ELECTRON MICROSCOPY	missing	missing	False	None	None	None	None	Fab	687	1197	192	1197:687:192
7lm8_HL_A	3415	H	L	A	protein	03/31/21	1.936	X-RAY DIFFRACTION	0.201	0.169	False	None	None	None	None	Fab	214	138	2	138:214:2
7lm8_MN_A	3416	M	N	A	protein	03/31/21	1.936	X-RAY DIFFRACTION	0.201	0.169	False	None	None	None	None	Fab	147	480	2	480:147:2
7lse_HL_E	3435	H	L	E	protein	04/07/21	2.35	X-RAY DIFFRACTION	0.211	0.173	False	None	None	None	None	Fab	208	791	582	791:208:582
7m3i_AB_C	3477	A	B	C	protein	05/12/21	2.8	X-RAY DIFFRACTION	0.281	0.245	False	None	None	None	None	Fab	373	408	2	408:373:2
7m3i_HL_R	3478	H	L	R	protein	05/12/21	2.8	X-RAY DIFFRACTION	0.281	0.245	False	None	None	None	None	Fab	373	943	2	943:373:2
7m3n_HL_A	3479	H	L	A	protein	07/28/21	2.4	ELECTRON MICROSCOPY	missing	missing	False	None	None	None	None	Fab	700	1251	40	1251:700:40
7mf1_HL_A	3505	H	L	A	protein	05/12/21	2.092	X-RAY DIFFRACTION	0.250	0.207	False	None	None	None	None	Fab	309	199	2	199:309:2
7mhy_MN_A	3510	M	N	A	protein	06/16/21	2.7	ELECTRON MICROSCOPY	missing	missing	False	None	None	None	None	Fab	129	1267	50	1267:129:50
7mhy_OP_A	3511	O	P	A	protein	06/16/21	2.7	ELECTRON MICROSCOPY	missing	missing	False	None	None	None	None	Fab	missing	1356	50	1356:missing:50
7mjl_HL_A	3515	H	L	A	protein	05/12/21	2.95	ELECTRON MICROSCOPY	missing	missing	False	None	None	None	None	Fab	408	236	2	236:408:2
7my2_H!_E	3544	H	missing	E	protein	06/16/21	2.65	ELECTRON MICROSCOPY	missing	missing	False	None	None	None	None	Nanobody	missing	1225	5	1225:missing:5
7mzf_HL_A	3550	H	L	A	protein	10/06/21	2.493	X-RAY DIFFRACTION	0.227	0.185	False	None	None	None	None	Fab	311	744	2	744:311:2
7mzg_HL_A	3551	H	L	A	protein	10/06/21	2.0	X-RAY DIFFRACTION	0.236	0.200	False	None	None	None	None	Fab	147	540	2	540:147:2
7mzm_HL_A	3563	H	L	A	protein	10/06/21	2.3	X-RAY DIFFRACTION	0.257	0.216	False	None	None	None	None	Fab	157	59	2	59:157:2
7n3c_HL_C	3571	H	L	C	protein	07/07/21	1.82	X-RAY DIFFRACTION	0.210	0.179	False	None	None	None	None	Fab	312	139	457	139:312:457
7n3d_HL_C	3572	H	L	C	protein	07/07/21	1.53	X-RAY DIFFRACTION	0.190	0.157	False	None	None	None	None	Fab	147	238	486	238:147:486
7n4i_HL_C	3573	H	L	C	protein	10/06/21	2.284	X-RAY DIFFRACTION	0.238	0.200	False	None	None	None	None	Fab	147	344	2	344:147:2
7n4j_HL_A	3574	H	L	A	protein	10/06/21	2.207	X-RAY DIFFRACTION	0.207	0.172	False	None	None	None	None	Fab	176	18	2	18:176:2
7neg_HL_E	3604	H	L	E	protein	03/03/21	2.19	X-RAY DIFFRACTION	0.223	0.195	False	None	None	None	None	Fab	313	594	2	594:313:2
7nkt_B!_A	3610	B	missing	A	protein	01/08/09	2.3	X-RAY DIFFRACTION	0.224	0.184	False	None	None	None	None	Nanobody	missing	1095	2	1095:missing:2
7o52_HL_U	3624	H	L	U	protein	07/28/21	2.41	X-RAY DIFFRACTION	0.264	0.226	False	None	None	None	None	Fab	219	116	392	116:219:392
7o9s_HL_A	3625	H	L	A	protein	06/23/21	2.7	X-RAY DIFFRACTION	0.267	0.211	False	None	None	None	None	Fab	314	649	123	649:314:123
7oaq_A!_E	3629	A	missing	E	protein	01/08/09	1.55	X-RAY DIFFRACTION	0.178	0.155	False	None	None	None	None	Nanobody	missing	1125	2	1125:missing:2
7oaq_F!_E	3630	F	missing	E	protein	01/08/09	1.55	X-RAY DIFFRACTION	0.178	0.155	False	None	None	None	None	Nanobody	missing	1047	2	1047:missing:2
7olz_B!_A	3637	B	missing	A	protein	08/11/21	1.75	X-RAY DIFFRACTION	0.209	0.176	False	None	None	None	None	Nanobody	missing	1173	2	1173:missing:2
7olz_C!_A	3638	C	missing	A	protein	08/11/21	1.75	X-RAY DIFFRACTION	0.209	0.176	False	None	None	None	None	Nanobody	missing	1008	2	1008:missing:2
7or9_AB_E	3639	A	B	E	protein	07/07/21	2.34	X-RAY DIFFRACTION	0.230	0.194	False	None	None	None	None	Fab	410	701	2	701:410:2
7or9_HL_E	3640	H	L	E	protein	07/07/21	2.34	X-RAY DIFFRACTION	0.230	0.194	False	None	None	None	None	Fab	147	409	2	409:147:2
7r6w_HL_R	3679	H	L	R	protein	07/21/21	1.83	X-RAY DIFFRACTION	0.232	0.211	False	None	None	None	None	Fab	176	60	2	60:176:2
7r8l_HL_E	3682	H	L	E	protein	08/04/21	2.6	X-RAY DIFFRACTION	0.229	0.180	False	None	None	None	None	Fab	306	745	2	745:306:2
7rah_BA_E	3697	B	A	E	protein	09/15/21	2.6	X-RAY DIFFRACTION	0.218	0.195	False	None	None	None	None	Fab	220	239	111	239:220:111
7rah_DC_E	3698	D	C	E	protein	09/15/21	2.6	X-RAY DIFFRACTION	0.218	0.195	False	None	None	None	None	Fab	638	954	111	954:638:111
